anchor,positive,negative,anchor_identity,positive_identity,negative_identity,subgroup
data\raw\images\fairface_0005872.jpg,data\raw\images\fairface_0005901.jpg,data\raw\images\fairface_0001654.jpg,train_identity_1391,train_identity_1391,train_identity_0303,Male_20-39_Medium
data\raw\images\fairface_0005875.jpg,data\raw\images\fairface_0005901.jpg,data\raw\images\fairface_0005582.jpg,train_identity_1391,train_identity_1391,train_identity_1384,Male_20-39_Medium
data\raw\images\fairface_0005923.jpg,data\raw\images\fairface_0005943.jpg,data\raw\images\fairface_0007987.jpg,train_identity_1392,train_identity_1392,train_identity_0738,Male_20-39_Medium
data\raw\images\fairface_0005923.jpg,data\raw\images\fairface_0005953.jpg,data\raw\images\fairface_0006945.jpg,train_identity_1392,train_identity_1392,train_identity_0178,Male_20-39_Medium
data\raw\images\fairface_0005923.jpg,data\raw\images\fairface_0005965.jpg,data\raw\images\fairface_0000308.jpg,train_identity_1392,train_identity_1392,train_identity_0282,Male_20-39_Medium
data\raw\images\fairface_0005943.jpg,data\raw\images\fairface_0005953.jpg,data\raw\images\fairface_0007302.jpg,train_identity_1392,train_identity_1392,train_identity_0735,Male_20-39_Medium
data\raw\images\fairface_0005943.jpg,data\raw\images\fairface_0005965.jpg,data\raw\images\fairface_0009925.jpg,train_identity_1392,train_identity_1392,train_identity_0924,Male_20-39_Medium
data\raw\images\fairface_0005953.jpg,data\raw\images\fairface_0005965.jpg,data\raw\images\fairface_0008175.jpg,train_identity_1392,train_identity_1392,train_identity_0088,Male_20-39_Medium
data\raw\images\fairface_0005970.jpg,data\raw\images\fairface_0005990.jpg,data\raw\images\fairface_0009359.jpg,train_identity_1393,train_identity_1393,train_identity_1038,Male_20-39_Medium
data\raw\images\fairface_0005970.jpg,data\raw\images\fairface_0005994.jpg,data\raw\images\fairface_0008409.jpg,train_identity_1393,train_identity_1393,train_identity_1227,Male_20-39_Medium
data\raw\images\fairface_0005970.jpg,data\raw\images\fairface_0005995.jpg,data\raw\images\fairface_0000474.jpg,train_identity_1393,train_identity_1393,train_identity_1107,Male_20-39_Medium
data\raw\images\fairface_0005990.jpg,data\raw\images\fairface_0005994.jpg,data\raw\images\fairface_0008883.jpg,train_identity_1393,train_identity_1393,train_identity_1745,Male_20-39_Medium
data\raw\images\fairface_0005990.jpg,data\raw\images\fairface_0005995.jpg,data\raw\images\fairface_0007230.jpg,train_identity_1393,train_identity_1393,train_identity_1673,Male_20-39_Medium
data\raw\images\fairface_0005994.jpg,data\raw\images\fairface_0005995.jpg,data\raw\images\fairface_0000723.jpg,train_identity_1393,train_identity_1393,train_identity_1690,Male_20-39_Medium
data\raw\images\fairface_0006009.jpg,data\raw\images\fairface_0006014.jpg,data\raw\images\fairface_0006125.jpg,train_identity_1394,train_identity_1394,train_identity_0168,Male_20-39_Medium
data\raw\images\fairface_0006009.jpg,data\raw\images\fairface_0006016.jpg,data\raw\images\fairface_0002511.jpg,train_identity_1394,train_identity_1394,train_identity_0230,Male_20-39_Medium
data\raw\images\fairface_0006009.jpg,data\raw\images\fairface_0006017.jpg,data\raw\images\fairface_0003680.jpg,train_identity_1394,train_identity_1394,train_identity_1065,Male_20-39_Medium
data\raw\images\fairface_0006014.jpg,data\raw\images\fairface_0006016.jpg,data\raw\images\fairface_0005223.jpg,train_identity_1394,train_identity_1394,train_identity_1179,Male_20-39_Medium
data\raw\images\fairface_0006014.jpg,data\raw\images\fairface_0006017.jpg,data\raw\images\fairface_0003148.jpg,train_identity_1394,train_identity_1394,train_identity_0522,Male_20-39_Medium
data\raw\images\fairface_0006016.jpg,data\raw\images\fairface_0006017.jpg,data\raw\images\fairface_0001734.jpg,train_identity_1394,train_identity_1394,train_identity_1516,Male_20-39_Medium
data\raw\images\fairface_0006030.jpg,data\raw\images\fairface_0006035.jpg,data\raw\images\fairface_0006287.jpg,train_identity_1395,train_identity_1395,train_identity_1402,Male_20-39_Medium
data\raw\images\fairface_0006030.jpg,data\raw\images\fairface_0006041.jpg,data\raw\images\fairface_0006353.jpg,train_identity_1395,train_identity_1395,train_identity_1002,Male_20-39_Medium
data\raw\images\fairface_0006030.jpg,data\raw\images\fairface_0006063.jpg,data\raw\images\fairface_0002530.jpg,train_identity_1395,train_identity_1395,train_identity_0667,Male_20-39_Medium
data\raw\images\fairface_0006035.jpg,data\raw\images\fairface_0006041.jpg,data\raw\images\fairface_0001608.jpg,train_identity_1395,train_identity_1395,train_identity_1124,Male_20-39_Medium
data\raw\images\fairface_0006035.jpg,data\raw\images\fairface_0006063.jpg,data\raw\images\fairface_0005292.jpg,train_identity_1395,train_identity_1395,train_identity_1072,Male_20-39_Medium
data\raw\images\fairface_0006041.jpg,data\raw\images\fairface_0006063.jpg,data\raw\images\fairface_0009658.jpg,train_identity_1395,train_identity_1395,train_identity_0449,Male_20-39_Medium
data\raw\images\fairface_0006066.jpg,data\raw\images\fairface_0006069.jpg,data\raw\images\fairface_0006692.jpg,train_identity_1396,train_identity_1396,train_identity_1537,Male_20-39_Medium
data\raw\images\fairface_0006066.jpg,data\raw\images\fairface_0006071.jpg,data\raw\images\fairface_0006609.jpg,train_identity_1396,train_identity_1396,train_identity_1410,Male_20-39_Medium
data\raw\images\fairface_0006066.jpg,data\raw\images\fairface_0006073.jpg,data\raw\images\fairface_0000364.jpg,train_identity_1396,train_identity_1396,train_identity_0463,Male_20-39_Medium
data\raw\images\fairface_0006069.jpg,data\raw\images\fairface_0006071.jpg,data\raw\images\fairface_0002482.jpg,train_identity_1396,train_identity_1396,train_identity_0319,Male_20-39_Medium
data\raw\images\fairface_0006069.jpg,data\raw\images\fairface_0006073.jpg,data\raw\images\fairface_0009019.jpg,train_identity_1396,train_identity_1396,train_identity_1468,Male_20-39_Medium
data\raw\images\fairface_0006071.jpg,data\raw\images\fairface_0006073.jpg,data\raw\images\fairface_0008828.jpg,train_identity_1396,train_identity_1396,train_identity_1627,Male_20-39_Medium
data\raw\images\fairface_0006078.jpg,data\raw\images\fairface_0006087.jpg,data\raw\images\fairface_0007475.jpg,train_identity_1397,train_identity_1397,train_identity_1015,Male_20-39_Medium
data\raw\images\fairface_0006078.jpg,data\raw\images\fairface_0006088.jpg,data\raw\images\fairface_0004206.jpg,train_identity_1397,train_identity_1397,train_identity_0148,Male_20-39_Medium
data\raw\images\fairface_0006078.jpg,data\raw\images\fairface_0006100.jpg,data\raw\images\fairface_0001990.jpg,train_identity_1397,train_identity_1397,train_identity_0496,Male_20-39_Medium
data\raw\images\fairface_0006087.jpg,data\raw\images\fairface_0006088.jpg,data\raw\images\fairface_0007816.jpg,train_identity_1397,train_identity_1397,train_identity_0621,Male_20-39_Medium
data\raw\images\fairface_0006087.jpg,data\raw\images\fairface_0006100.jpg,data\raw\images\fairface_0000712.jpg,train_identity_1397,train_identity_1397,train_identity_1110,Male_20-39_Medium
data\raw\images\fairface_0006088.jpg,data\raw\images\fairface_0006100.jpg,data\raw\images\fairface_0006418.jpg,train_identity_1397,train_identity_1397,train_identity_1670,Male_20-39_Medium
data\raw\images\fairface_0006103.jpg,data\raw\images\fairface_0006136.jpg,data\raw\images\fairface_0001688.jpg,train_identity_1398,train_identity_1398,train_identity_0049,Male_20-39_Medium
data\raw\images\fairface_0006103.jpg,data\raw\images\fairface_0006144.jpg,data\raw\images\fairface_0004188.jpg,train_identity_1398,train_identity_1398,train_identity_0064,Male_20-39_Medium
data\raw\images\fairface_0006103.jpg,data\raw\images\fairface_0006156.jpg,data\raw\images\fairface_0005387.jpg,train_identity_1398,train_identity_1398,train_identity_0248,Male_20-39_Medium
data\raw\images\fairface_0006136.jpg,data\raw\images\fairface_0006144.jpg,data\raw\images\fairface_0006124.jpg,train_identity_1398,train_identity_1398,train_identity_0381,Male_20-39_Medium
data\raw\images\fairface_0006136.jpg,data\raw\images\fairface_0006156.jpg,data\raw\images\fairface_0003369.jpg,train_identity_1398,train_identity_1398,train_identity_0138,Male_20-39_Medium
data\raw\images\fairface_0006144.jpg,data\raw\images\fairface_0006156.jpg,data\raw\images\fairface_0000092.jpg,train_identity_1398,train_identity_1398,train_identity_0927,Male_20-39_Medium
data\raw\images\fairface_0006162.jpg,data\raw\images\fairface_0006163.jpg,data\raw\images\fairface_0001131.jpg,train_identity_1399,train_identity_1399,train_identity_0865,Male_20-39_Medium
data\raw\images\fairface_0006162.jpg,data\raw\images\fairface_0006165.jpg,data\raw\images\fairface_0004420.jpg,train_identity_1399,train_identity_1399,train_identity_1355,Male_20-39_Medium
data\raw\images\fairface_0006162.jpg,data\raw\images\fairface_0006166.jpg,data\raw\images\fairface_0005542.jpg,train_identity_1399,train_identity_1399,train_identity_0022,Male_20-39_Medium
data\raw\images\fairface_0006163.jpg,data\raw\images\fairface_0006165.jpg,data\raw\images\fairface_0000506.jpg,train_identity_1399,train_identity_1399,train_identity_0703,Male_20-39_Medium
data\raw\images\fairface_0006163.jpg,data\raw\images\fairface_0006166.jpg,data\raw\images\fairface_0004335.jpg,train_identity_1399,train_identity_1399,train_identity_0768,Male_20-39_Medium
data\raw\images\fairface_0006165.jpg,data\raw\images\fairface_0006166.jpg,data\raw\images\fairface_0007918.jpg,train_identity_1399,train_identity_1399,train_identity_0623,Male_20-39_Medium
data\raw\images\fairface_0006175.jpg,data\raw\images\fairface_0006184.jpg,data\raw\images\fairface_0000792.jpg,train_identity_1400,train_identity_1400,train_identity_1269,Male_20-39_Medium
data\raw\images\fairface_0006175.jpg,data\raw\images\fairface_0006194.jpg,data\raw\images\fairface_0002009.jpg,train_identity_1400,train_identity_1400,train_identity_1301,Male_20-39_Medium
data\raw\images\fairface_0006175.jpg,data\raw\images\fairface_0006196.jpg,data\raw\images\fairface_0005901.jpg,train_identity_1400,train_identity_1400,train_identity_1391,Male_20-39_Medium
data\raw\images\fairface_0006184.jpg,data\raw\images\fairface_0006194.jpg,data\raw\images\fairface_0004319.jpg,train_identity_1400,train_identity_1400,train_identity_0065,Male_20-39_Medium
data\raw\images\fairface_0006184.jpg,data\raw\images\fairface_0006196.jpg,data\raw\images\fairface_0009409.jpg,train_identity_1400,train_identity_1400,train_identity_0655,Male_20-39_Medium
data\raw\images\fairface_0006194.jpg,data\raw\images\fairface_0006196.jpg,data\raw\images\fairface_0004188.jpg,train_identity_1400,train_identity_1400,train_identity_0064,Male_20-39_Medium
data\raw\images\fairface_0006217.jpg,data\raw\images\fairface_0006236.jpg,data\raw\images\fairface_0007757.jpg,train_identity_1401,train_identity_1401,train_identity_1436,Male_20-39_Medium
data\raw\images\fairface_0006217.jpg,data\raw\images\fairface_0006238.jpg,data\raw\images\fairface_0000542.jpg,train_identity_1401,train_identity_1401,train_identity_1635,Male_20-39_Medium
data\raw\images\fairface_0006217.jpg,data\raw\images\fairface_0006242.jpg,data\raw\images\fairface_0007802.jpg,train_identity_1401,train_identity_1401,train_identity_1543,Male_20-39_Medium
data\raw\images\fairface_0006236.jpg,data\raw\images\fairface_0006238.jpg,data\raw\images\fairface_0001163.jpg,train_identity_1401,train_identity_1401,train_identity_0866,Male_20-39_Medium
data\raw\images\fairface_0006236.jpg,data\raw\images\fairface_0006242.jpg,data\raw\images\fairface_0006375.jpg,train_identity_1401,train_identity_1401,train_identity_1404,Male_20-39_Medium
data\raw\images\fairface_0006238.jpg,data\raw\images\fairface_0006242.jpg,data\raw\images\fairface_0002910.jpg,train_identity_1401,train_identity_1401,train_identity_0056,Male_20-39_Medium
data\raw\images\fairface_0006269.jpg,data\raw\images\fairface_0006284.jpg,data\raw\images\fairface_0007052.jpg,train_identity_1402,train_identity_1402,train_identity_0080,Male_20-39_Medium
data\raw\images\fairface_0006269.jpg,data\raw\images\fairface_0006287.jpg,data\raw\images\fairface_0000443.jpg,train_identity_1402,train_identity_1402,train_identity_1556,Male_20-39_Medium
data\raw\images\fairface_0006269.jpg,data\raw\images\fairface_0006295.jpg,data\raw\images\fairface_0003803.jpg,train_identity_1402,train_identity_1402,train_identity_0973,Male_20-39_Medium
data\raw\images\fairface_0006284.jpg,data\raw\images\fairface_0006287.jpg,data\raw\images\fairface_0000914.jpg,train_identity_1402,train_identity_1402,train_identity_1114,Male_20-39_Medium
data\raw\images\fairface_0006284.jpg,data\raw\images\fairface_0006295.jpg,data\raw\images\fairface_0006222.jpg,train_identity_1402,train_identity_1402,train_identity_0170,Male_20-39_Medium
data\raw\images\fairface_0006287.jpg,data\raw\images\fairface_0006295.jpg,data\raw\images\fairface_0009646.jpg,train_identity_1402,train_identity_1402,train_identity_1485,Male_20-39_Medium
data\raw\images\fairface_0006296.jpg,data\raw\images\fairface_0006302.jpg,data\raw\images\fairface_0000596.jpg,train_identity_1403,train_identity_1403,train_identity_0932,Male_20-39_Medium
data\raw\images\fairface_0006296.jpg,data\raw\images\fairface_0006323.jpg,data\raw\images\fairface_0006228.jpg,train_identity_1403,train_identity_1403,train_identity_1536,Male_20-39_Medium
data\raw\images\fairface_0006296.jpg,data\raw\images\fairface_0006332.jpg,data\raw\images\fairface_0001963.jpg,train_identity_1403,train_identity_1403,train_identity_0495,Male_20-39_Medium
data\raw\images\fairface_0006302.jpg,data\raw\images\fairface_0006323.jpg,data\raw\images\fairface_0005364.jpg,train_identity_1403,train_identity_1403,train_identity_0071,Male_20-39_Medium
data\raw\images\fairface_0006302.jpg,data\raw\images\fairface_0006332.jpg,data\raw\images\fairface_0008466.jpg,train_identity_1403,train_identity_1403,train_identity_0635,Male_20-39_Medium
data\raw\images\fairface_0006323.jpg,data\raw\images\fairface_0006332.jpg,data\raw\images\fairface_0009418.jpg,train_identity_1403,train_identity_1403,train_identity_0444,Male_20-39_Medium
data\raw\images\fairface_0006350.jpg,data\raw\images\fairface_0006359.jpg,data\raw\images\fairface_0008264.jpg,train_identity_1404,train_identity_1404,train_identity_0195,Male_20-39_Medium
data\raw\images\fairface_0006350.jpg,data\raw\images\fairface_0006371.jpg,data\raw\images\fairface_0006236.jpg,train_identity_1404,train_identity_1404,train_identity_1401,Male_20-39_Medium
data\raw\images\fairface_0006350.jpg,data\raw\images\fairface_0006375.jpg,data\raw\images\fairface_0007677.jpg,train_identity_1404,train_identity_1404,train_identity_1216,Male_20-39_Medium
data\raw\images\fairface_0006359.jpg,data\raw\images\fairface_0006371.jpg,data\raw\images\fairface_0009336.jpg,train_identity_1404,train_identity_1404,train_identity_1037,Male_20-39_Medium
data\raw\images\fairface_0006359.jpg,data\raw\images\fairface_0006375.jpg,data\raw\images\fairface_0003844.jpg,train_identity_1404,train_identity_1404,train_identity_0142,Male_20-39_Medium
data\raw\images\fairface_0006371.jpg,data\raw\images\fairface_0006375.jpg,data\raw\images\fairface_0001659.jpg,train_identity_1404,train_identity_1404,train_identity_0949,Male_20-39_Medium
data\raw\images\fairface_0006415.jpg,data\raw\images\fairface_0006425.jpg,data\raw\images\fairface_0007478.jpg,train_identity_1405,train_identity_1405,train_identity_1429,Male_20-39_Medium
data\raw\images\fairface_0006415.jpg,data\raw\images\fairface_0006428.jpg,data\raw\images\fairface_0008605.jpg,train_identity_1405,train_identity_1405,train_identity_1643,Male_20-39_Medium
data\raw\images\fairface_0006415.jpg,data\raw\images\fairface_0006431.jpg,data\raw\images\fairface_0003004.jpg,train_identity_1405,train_identity_1405,train_identity_0519,Male_20-39_Medium
data\raw\images\fairface_0006425.jpg,data\raw\images\fairface_0006428.jpg,data\raw\images\fairface_0007588.jpg,train_identity_1405,train_identity_1405,train_identity_1431,Male_20-39_Medium
data\raw\images\fairface_0006425.jpg,data\raw\images\fairface_0006431.jpg,data\raw\images\fairface_0004784.jpg,train_identity_1405,train_identity_1405,train_identity_0357,Male_20-39_Medium
data\raw\images\fairface_0006428.jpg,data\raw\images\fairface_0006431.jpg,data\raw\images\fairface_0006779.jpg,train_identity_1405,train_identity_1405,train_identity_0601,Male_20-39_Medium
data\raw\images\fairface_0006455.jpg,data\raw\images\fairface_0006461.jpg,data\raw\images\fairface_0007153.jpg,train_identity_1406,train_identity_1406,train_identity_0082,Male_20-39_Medium
data\raw\images\fairface_0006455.jpg,data\raw\images\fairface_0006466.jpg,data\raw\images\fairface_0008719.jpg,train_identity_1406,train_identity_1406,train_identity_1232,Male_20-39_Medium
